question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The farmers that the ministers follow,do,does,18908
Choose the correct verb form for the following sentence: The father that the drivers influence,has,have,18910
Choose the correct verb form for the following sentence: The mothers that the guard hates,are,is,18917
Choose the correct verb form for the following sentence: The poet that the ministers like,is,are,18922
Choose the correct verb form for the following sentence: The lawyers that the architect praises,are,is,18932
Choose the correct verb form for the following sentence: The poets that the guard protects,have,has,18944
Choose the correct verb form for the following sentence: The singer that the chef calls,is,are,18948
Choose the correct verb form for the following sentence: The farmers that the guards visit,have,has,18949
Choose the correct verb form for the following sentence: The men that the assistants inform,are,is,18965
Choose the correct verb form for the following sentence: The boys that the parents like,go,goes,18968
Choose the correct verb form for the following sentence: The singers that the driver protects,are,is,18971
Choose the correct verb form for the following sentence: The uncle that the architect praises,goes,go,18983
Choose the correct verb form for the following sentence: The teachers that the executive protects,do,does,18991
Choose the correct verb form for the following sentence: The girls that the architect likes,have,has,18992
Choose the correct verb form for the following sentence: The teachers that the guards like,go,goes,18994
Choose the correct verb form for the following sentence: The farmers that the chef visits,go,goes,18999
Choose the correct verb form for the following sentence: The uncle that the assistants praise,goes,go,19002
Choose the correct verb form for the following sentence: The aunts that the driver protects,have,has,19004
Choose the correct verb form for the following sentence: The singer that the architects protect,does,do,19013
Choose the correct verb form for the following sentence: The women that the dancer describes,do,does,19017
Choose the correct verb form for the following sentence: The farmer that the chef follows,does,do,19029
Choose the correct verb form for the following sentence: The mothers that the architects hate,have,has,19044
Choose the correct verb form for the following sentence: The singers that the skaters visit,are,is,19046
Choose the correct verb form for the following sentence: The poet that the executive calls,has,have,19049
Choose the correct verb form for the following sentence: The victim that the guard forgives,has,have,19054
Choose the correct verb form for the following sentence: The women that the chefs protect,have,has,19055
Choose the correct verb form for the following sentence: The girls that the dancer describes,are,is,19065
Choose the correct verb form for the following sentence: The singers that the drivers hate,are,is,19068
Choose the correct verb form for the following sentence: The uncles that the assistant visits,go,goes,19073
Choose the correct verb form for the following sentence: The singers that the skater protects,have,has,19081
Choose the correct verb form for the following sentence: The lawyers that the guards forgive,go,goes,19090
Choose the correct verb form for the following sentence: The kids that the executives influence,do,does,19098
Choose the correct verb form for the following sentence: The friend that the dancer influences,goes,go,19100
Choose the correct verb form for the following sentence: The fathers that the architect influences,do,does,19109
Choose the correct verb form for the following sentence: The lawyers that the ministers protect,are,is,19110
Choose the correct verb form for the following sentence: The farmer that the driver hates,is,are,19116
Choose the correct verb form for the following sentence: The boy that the chefs like,does,do,19121
Choose the correct verb form for the following sentence: The carpenter that the dancer protects,is,are,19132
Choose the correct verb form for the following sentence: The farmer that the dancers call,is,are,19137
Choose the correct verb form for the following sentence: The doctor that the drivers describe,is,are,19145
Choose the correct verb form for the following sentence: The boys that the guards visit,are,is,19148
Choose the correct verb form for the following sentence: The victims that the dancer informs,do,does,19151
Choose the correct verb form for the following sentence: The singer that the chefs inform,goes,go,19153
Choose the correct verb form for the following sentence: The girls that the skater praises,go,goes,19157
Choose the correct verb form for the following sentence: The singer that the skater influences,is,are,19166
Choose the correct verb form for the following sentence: The doctors that the architect likes,do,does,19173
Choose the correct verb form for the following sentence: The uncles that the drivers inform,are,is,19178
Choose the correct verb form for the following sentence: The farmer that the guard praises,is,are,19187
Choose the correct verb form for the following sentence: The doctor that the guard forgives,has,have,19196
Choose the correct verb form for the following sentence: The teachers that the assistant protects,go,goes,19215
Choose the correct verb form for the following sentence: The girls that the chef praises,have,has,19229
Choose the correct verb form for the following sentence: The boys that the driver informs,go,goes,19235
Choose the correct verb form for the following sentence: The farmers that the executives like,have,has,19241
Choose the correct verb form for the following sentence: The victims that the dancer likes,are,is,19245
Choose the correct verb form for the following sentence: The singer that the architect informs,has,have,19246
Choose the correct verb form for the following sentence: The teacher that the ministers call,has,have,19254
Choose the correct verb form for the following sentence: The carpenters that the parents inform,are,is,19255
Choose the correct verb form for the following sentence: The athletes that the guards praise,do,does,19257
Choose the correct verb form for the following sentence: The carpenters that the parents visit,do,does,19267
Choose the correct verb form for the following sentence: The guy that the skater forgives,has,have,19270
Choose the correct verb form for the following sentence: The athlete that the minister follows,goes,go,19272
Choose the correct verb form for the following sentence: The lawyer that the executive protects,goes,go,19293
Choose the correct verb form for the following sentence: The aunt that the guard calls,goes,go,19296
Choose the correct verb form for the following sentence: The singer that the guards praise,goes,go,19316
Choose the correct verb form for the following sentence: The farmer that the chefs describe,has,have,19317
Choose the correct verb form for the following sentence: The kid that the parents describe,goes,go,19337
Choose the correct verb form for the following sentence: The kid that the architects hate,goes,go,19339
Choose the correct verb form for the following sentence: The aunts that the ministers forgive,are,is,19345
Choose the correct verb form for the following sentence: The boy that the skaters follow,has,have,19350
Choose the correct verb form for the following sentence: The singer that the chef follows,is,are,19356
Choose the correct verb form for the following sentence: The farmers that the dancer praises,are,is,19359
Choose the correct verb form for the following sentence: The girl that the chef follows,goes,go,19365
Choose the correct verb form for the following sentence: The mothers that the executive visits,go,goes,19377
Choose the correct verb form for the following sentence: The singer that the executives influence,goes,go,19379
Choose the correct verb form for the following sentence: The singer that the parent visits,is,are,19393
Choose the correct verb form for the following sentence: The uncles that the chefs protect,are,is,19414
Choose the correct verb form for the following sentence: The uncles that the ministers praise,are,is,19426
Choose the correct verb form for the following sentence: The athletes that the skaters describe,are,is,19429
Choose the correct verb form for the following sentence: The boy that the architects protect,does,do,19437
Choose the correct verb form for the following sentence: The guys that the chef protects,have,has,19441
Choose the correct verb form for the following sentence: The girls that the parent hates,go,goes,19446
Choose the correct verb form for the following sentence: The carpenter that the chef visits,goes,go,19457
Choose the correct verb form for the following sentence: The women that the architects influence,do,does,19464
Choose the correct verb form for the following sentence: The guys that the driver influences,are,is,19467
Choose the correct verb form for the following sentence: The lawyers that the architects follow,have,has,19468
Choose the correct verb form for the following sentence: The boys that the guards follow,go,goes,19485
Choose the correct verb form for the following sentence: The victim that the ministers visit,goes,go,19532
Choose the correct verb form for the following sentence: The doctors that the dancers forgive,have,has,19548
Choose the correct verb form for the following sentence: The woman that the executives inform,has,have,19564
Choose the correct verb form for the following sentence: The doctors that the skaters follow,do,does,19565
Choose the correct verb form for the following sentence: The doctors that the executive follows,are,is,19573
Choose the correct verb form for the following sentence: The father that the architects influence,goes,go,19584
Choose the correct verb form for the following sentence: The girls that the skaters hate,are,is,19594
Choose the correct verb form for the following sentence: The uncles that the drivers describe,are,is,19595
Choose the correct verb form for the following sentence: The uncle that the executives hate,has,have,19612
Choose the correct verb form for the following sentence: The aunts that the executive praises,go,goes,19614
Choose the correct verb form for the following sentence: The girl that the architects influence,does,do,19628
Choose the correct verb form for the following sentence: The uncles that the guards hate,do,does,19629
Choose the correct verb form for the following sentence: The uncles that the architect describes,are,is,19643
Choose the correct verb form for the following sentence: The friends that the guards like,do,does,19646
Choose the correct verb form for the following sentence: The aunt that the skater protects,is,are,19656
Choose the correct verb form for the following sentence: The lawyer that the skater informs,does,do,19657
Choose the correct verb form for the following sentence: The farmers that the minister visits,have,has,19704
Choose the correct verb form for the following sentence: The boy that the guards follow,goes,go,19709
Choose the correct verb form for the following sentence: The mothers that the dancers visit,do,does,19712
Choose the correct verb form for the following sentence: The doctors that the drivers call,are,is,19715
Choose the correct verb form for the following sentence: The fathers that the skater follows,go,goes,19718
Choose the correct verb form for the following sentence: The singers that the drivers inform,go,goes,19720
Choose the correct verb form for the following sentence: The singer that the guard visits,does,do,19733
Choose the correct verb form for the following sentence: The victim that the skaters follow,has,have,19734
Choose the correct verb form for the following sentence: The victims that the skater calls,do,does,19744
Choose the correct verb form for the following sentence: The aunts that the skaters influence,go,goes,19746
Choose the correct verb form for the following sentence: The aunts that the driver informs,are,is,19768
Choose the correct verb form for the following sentence: The mother that the ministers describe,has,have,19772
Choose the correct verb form for the following sentence: The boy that the chef hates,is,are,19793
Choose the correct verb form for the following sentence: The victim that the guard influences,goes,go,19803
Choose the correct verb form for the following sentence: The girl that the guard describes,has,have,19811
Choose the correct verb form for the following sentence: The farmers that the guards describe,do,does,19817
Choose the correct verb form for the following sentence: The mothers that the parents follow,go,goes,19838
Choose the correct verb form for the following sentence: The kid that the skaters praise,does,do,19846
Choose the correct verb form for the following sentence: The lawyer that the parents influence,does,do,19854
Choose the correct verb form for the following sentence: The man that the chef likes,does,do,19867
Choose the correct verb form for the following sentence: The girls that the assistant calls,do,does,19872
Choose the correct verb form for the following sentence: The lawyers that the drivers protect,are,is,19893
Choose the correct verb form for the following sentence: The boy that the architect likes,goes,go,19896
Choose the correct verb form for the following sentence: The girl that the drivers forgive,does,do,19897
Choose the correct verb form for the following sentence: The singers that the executives inform,go,goes,19908
Choose the correct verb form for the following sentence: The singer that the minister praises,goes,go,19918
Choose the correct verb form for the following sentence: The aunt that the dancers describe,does,do,19923
Choose the correct verb form for the following sentence: The doctor that the chef informs,goes,go,19924
Choose the correct verb form for the following sentence: The doctor that the driver describes,goes,go,19933
Choose the correct verb form for the following sentence: The girls that the ministers call,do,does,19946
Choose the correct verb form for the following sentence: The guys that the skaters hate,do,does,19961
Choose the correct verb form for the following sentence: The girls that the architect informs,are,is,19964
Choose the correct verb form for the following sentence: The boy that the executive informs,goes,go,19974
Choose the correct verb form for the following sentence: The aunts that the parents inform,do,does,19984
Choose the correct verb form for the following sentence: The men that the guards inform,have,has,19985
Choose the correct verb form for the following sentence: The boys that the ministers hate,go,goes,19991
Choose the correct verb form for the following sentence: The kids that the assistants protect,do,does,19998
Choose the correct verb form for the following sentence: The singers that the guards protect,are,is,20001
Choose the correct verb form for the following sentence: The girls that the parents protect,are,is,20005
Choose the correct verb form for the following sentence: The aunt that the assistant calls,goes,go,20013
Choose the correct verb form for the following sentence: The guy that the guard praises,has,have,20018
Choose the correct verb form for the following sentence: The victims that the skater visits,do,does,20021
Choose the correct verb form for the following sentence: The men that the skaters praise,go,goes,20027
Choose the correct verb form for the following sentence: The guys that the dancers follow,go,goes,20044
Choose the correct verb form for the following sentence: The guys that the assistants protect,do,does,20045
Choose the correct verb form for the following sentence: The friends that the assistant describes,have,has,20054
Choose the correct verb form for the following sentence: The aunt that the assistants inform,is,are,20063
Choose the correct verb form for the following sentence: The mother that the executives hate,goes,go,20074
Choose the correct verb form for the following sentence: The girls that the guard forgives,are,is,20089
Choose the correct verb form for the following sentence: The farmers that the architect follows,are,is,20092
Choose the correct verb form for the following sentence: The lawyers that the chefs follow,do,does,20095
Choose the correct verb form for the following sentence: The friend that the architects visit,does,do,20107
Choose the correct verb form for the following sentence: The man that the assistants visit,goes,go,20108
Choose the correct verb form for the following sentence: The guys that the guard informs,have,has,20110
Choose the correct verb form for the following sentence: The doctor that the parent influences,has,have,20111
Choose the correct verb form for the following sentence: The guy that the drivers describe,has,have,20120
Choose the correct verb form for the following sentence: The athletes that the parents follow,go,goes,20130
Choose the correct verb form for the following sentence: The uncles that the skaters inform,have,has,20134
Choose the correct verb form for the following sentence: The fathers that the architect follows,do,does,20137
Choose the correct verb form for the following sentence: The poet that the minister describes,is,are,20145
Choose the correct verb form for the following sentence: The man that the assistants describe,does,do,20150
Choose the correct verb form for the following sentence: The uncle that the chefs praise,goes,go,20157
Choose the correct verb form for the following sentence: The lawyer that the ministers describe,goes,go,20158
Choose the correct verb form for the following sentence: The girl that the executive describes,goes,go,20167
Choose the correct verb form for the following sentence: The men that the architect forgives,have,has,20184
Choose the correct verb form for the following sentence: The lawyer that the executives forgive,is,are,20215
Choose the correct verb form for the following sentence: The lawyers that the architects forgive,are,is,20219
Choose the correct verb form for the following sentence: The teachers that the executives forgive,have,has,20226
Choose the correct verb form for the following sentence: The aunts that the guard hates,do,does,20235
Choose the correct verb form for the following sentence: The uncles that the architect forgives,are,is,20237
Choose the correct verb form for the following sentence: The teachers that the executive follows,do,does,20252
Choose the correct verb form for the following sentence: The uncles that the chef hates,have,has,20265
Choose the correct verb form for the following sentence: The victim that the executive visits,goes,go,20266
Choose the correct verb form for the following sentence: The friends that the chefs hate,go,goes,20288
Choose the correct verb form for the following sentence: The poet that the minister visits,does,do,20300
Choose the correct verb form for the following sentence: The girl that the parent informs,does,do,20307
Choose the correct verb form for the following sentence: The farmers that the ministers describe,go,goes,20311
Choose the correct verb form for the following sentence: The boy that the guard calls,is,are,20315
Choose the correct verb form for the following sentence: The farmers that the assistant informs,go,goes,20317
Choose the correct verb form for the following sentence: The boys that the skaters like,do,does,20326
Choose the correct verb form for the following sentence: The teacher that the executive calls,does,do,20333
Choose the correct verb form for the following sentence: The aunts that the minister protects,go,goes,20337
Choose the correct verb form for the following sentence: The athletes that the parents inform,go,goes,20358
Choose the correct verb form for the following sentence: The father that the executives hate,does,do,20368
Choose the correct verb form for the following sentence: The poets that the ministers hate,go,goes,20393
Choose the correct verb form for the following sentence: The doctor that the executives influence,does,do,20394
Choose the correct verb form for the following sentence: The aunts that the parent influences,go,goes,20408
Choose the correct verb form for the following sentence: The carpenter that the guard describes,has,have,20415
Choose the correct verb form for the following sentence: The friend that the executives describe,goes,go,20421
Choose the correct verb form for the following sentence: The friend that the guard informs,is,are,20427
Choose the correct verb form for the following sentence: The girls that the ministers visit,go,goes,20433
Choose the correct verb form for the following sentence: The guys that the dancer calls,are,is,20445
Choose the correct verb form for the following sentence: The lawyer that the assistant hates,goes,go,20455
Choose the correct verb form for the following sentence: The carpenter that the executive visits,has,have,20465
Choose the correct verb form for the following sentence: The kid that the driver praises,has,have,20469
Choose the correct verb form for the following sentence: The singer that the architect protects,is,are,20471
Choose the correct verb form for the following sentence: The singer that the skaters forgive,goes,go,20481
Choose the correct verb form for the following sentence: The farmers that the assistants call,have,has,20492
Choose the correct verb form for the following sentence: The victims that the chef describes,have,has,20495
Choose the correct verb form for the following sentence: The teacher that the guard likes,is,are,20496
Choose the correct verb form for the following sentence: The fathers that the assistants like,have,has,20505
Choose the correct verb form for the following sentence: The man that the dancers protect,has,have,20508
Choose the correct verb form for the following sentence: The teachers that the drivers hate,go,goes,20552
Choose the correct verb form for the following sentence: The kids that the chef praises,do,does,20578
Choose the correct verb form for the following sentence: The lawyer that the guards describe,goes,go,20582
Choose the correct verb form for the following sentence: The farmers that the skaters hate,go,goes,20596
Choose the correct verb form for the following sentence: The father that the architects hate,goes,go,20601
Choose the correct verb form for the following sentence: The friend that the architect informs,does,do,20613
Choose the correct verb form for the following sentence: The lawyers that the parents protect,have,has,20650
Choose the correct verb form for the following sentence: The boys that the chef likes,do,does,20654
Choose the correct verb form for the following sentence: The carpenters that the skater informs,go,goes,20656
Choose the correct verb form for the following sentence: The poets that the dancers like,go,goes,20660
Choose the correct verb form for the following sentence: The doctors that the chefs inform,do,does,20663
Choose the correct verb form for the following sentence: The kid that the guards describe,does,do,20677
Choose the correct verb form for the following sentence: The victim that the ministers describe,has,have,20678
Choose the correct verb form for the following sentence: The uncles that the drivers influence,go,goes,20680
Choose the correct verb form for the following sentence: The lawyers that the executives hate,are,is,20701
Choose the correct verb form for the following sentence: The girl that the guard likes,does,do,20711
Choose the correct verb form for the following sentence: The athletes that the skater follows,do,does,20731
Choose the correct verb form for the following sentence: The athletes that the parent protects,go,goes,20732
Choose the correct verb form for the following sentence: The teacher that the dancers praise,is,are,20741
Choose the correct verb form for the following sentence: The athlete that the dancer forgives,does,do,20756
Choose the correct verb form for the following sentence: The doctors that the architect forgives,are,is,20758
Choose the correct verb form for the following sentence: The teacher that the skater hates,goes,go,20761
Choose the correct verb form for the following sentence: The singer that the parents protect,is,are,20770
Choose the correct verb form for the following sentence: The victims that the architects praise,have,has,20786
Choose the correct verb form for the following sentence: The farmer that the ministers protect,has,have,20789
Choose the correct verb form for the following sentence: The victim that the skaters praise,is,are,20807
Choose the correct verb form for the following sentence: The aunt that the guard influences,does,do,20817
Choose the correct verb form for the following sentence: The women that the architect follows,are,is,20836
Choose the correct verb form for the following sentence: The aunt that the chefs describe,does,do,20858
Choose the correct verb form for the following sentence: The boy that the guards hate,goes,go,20880
Choose the correct verb form for the following sentence: The uncles that the guards protect,go,goes,20881
Choose the correct verb form for the following sentence: The singers that the guard visits,do,does,20882
Choose the correct verb form for the following sentence: The woman that the dancers influence,has,have,20908
Choose the correct verb form for the following sentence: The guys that the drivers describe,are,is,20926
Choose the correct verb form for the following sentence: The boy that the dancer informs,goes,go,20929
Choose the correct verb form for the following sentence: The farmer that the ministers describe,is,are,20931
Choose the correct verb form for the following sentence: The teacher that the executives inform,does,do,20940
Choose the correct verb form for the following sentence: The carpenter that the parent hates,has,have,20942
Choose the correct verb form for the following sentence: The poet that the ministers hate,goes,go,20957
Choose the correct verb form for the following sentence: The aunts that the executives praise,are,is,20965
Choose the correct verb form for the following sentence: The girls that the parents visit,do,does,20972
Choose the correct verb form for the following sentence: The doctor that the executive hates,does,do,20979
Choose the correct verb form for the following sentence: The carpenter that the parent likes,does,do,21012
Choose the correct verb form for the following sentence: The singers that the ministers describe,are,is,21024
Choose the correct verb form for the following sentence: The victim that the assistant hates,is,are,21057
Choose the correct verb form for the following sentence: The victims that the guards praise,go,goes,21061
Choose the correct verb form for the following sentence: The uncles that the chef informs,do,does,21065
Choose the correct verb form for the following sentence: The carpenter that the drivers follow,does,do,21088
Choose the correct verb form for the following sentence: The boys that the architect calls,go,goes,21105
Choose the correct verb form for the following sentence: The lawyers that the architects like,go,goes,21118
Choose the correct verb form for the following sentence: The aunts that the architect forgives,do,does,21122
Choose the correct verb form for the following sentence: The women that the minister visits,go,goes,21125
Choose the correct verb form for the following sentence: The boy that the ministers inform,has,have,21134
Choose the correct verb form for the following sentence: The doctor that the skater likes,does,do,21137
Choose the correct verb form for the following sentence: The carpenter that the assistant forgives,is,are,21140
Choose the correct verb form for the following sentence: The friend that the parents describe,is,are,21145
Choose the correct verb form for the following sentence: The doctor that the driver calls,goes,go,21153
Choose the correct verb form for the following sentence: The athletes that the drivers describe,go,goes,21168
Choose the correct verb form for the following sentence: The mother that the minister forgives,goes,go,21178
Choose the correct verb form for the following sentence: The uncles that the parents praise,have,has,21179
Choose the correct verb form for the following sentence: The boys that the chef hates,are,is,21213
Choose the correct verb form for the following sentence: The uncle that the driver informs,is,are,21244
Choose the correct verb form for the following sentence: The girl that the parent hates,goes,go,21254
Choose the correct verb form for the following sentence: The fathers that the skaters describe,go,goes,21274
Choose the correct verb form for the following sentence: The guys that the chef informs,have,has,21286
Choose the correct verb form for the following sentence: The kid that the driver follows,is,are,21288
Choose the correct verb form for the following sentence: The men that the parent protects,do,does,21294
Choose the correct verb form for the following sentence: The victim that the parents protect,goes,go,21307
Choose the correct verb form for the following sentence: The father that the ministers follow,does,do,21313
Choose the correct verb form for the following sentence: The kid that the skater likes,is,are,21346
Choose the correct verb form for the following sentence: The guys that the parent influences,have,has,21364
Choose the correct verb form for the following sentence: The woman that the guard describes,has,have,21375
Choose the correct verb form for the following sentence: The guy that the chef influences,is,are,21396
Choose the correct verb form for the following sentence: The mothers that the parents describe,are,is,21401
Choose the correct verb form for the following sentence: The woman that the ministers forgive,has,have,21402
Choose the correct verb form for the following sentence: The kid that the skater hates,has,have,21403
Choose the correct verb form for the following sentence: The men that the assistant forgives,do,does,21404
Choose the correct verb form for the following sentence: The lawyer that the assistant visits,does,do,21405
Choose the correct verb form for the following sentence: The friends that the assistants follow,do,does,21406
Choose the correct verb form for the following sentence: The singers that the ministers follow,have,has,21409
Choose the correct verb form for the following sentence: The singers that the guard forgives,have,has,21420
Choose the correct verb form for the following sentence: The teacher that the assistants influence,does,do,21427
Choose the correct verb form for the following sentence: The carpenters that the executives protect,go,goes,21437
Choose the correct verb form for the following sentence: The women that the architects inform,go,goes,21442
Choose the correct verb form for the following sentence: The carpenters that the dancers follow,go,goes,21444
Choose the correct verb form for the following sentence: The athletes that the parents describe,have,has,21456
Choose the correct verb form for the following sentence: The lawyers that the parents follow,are,is,21459
Choose the correct verb form for the following sentence: The farmers that the dancer forgives,are,is,21466
Choose the correct verb form for the following sentence: The mothers that the skater forgives,have,has,21501
Choose the correct verb form for the following sentence: The girls that the architects describe,have,has,21508
Choose the correct verb form for the following sentence: The guy that the assistants visit,goes,go,21530
Choose the correct verb form for the following sentence: The kids that the dancers forgive,have,has,21532
Choose the correct verb form for the following sentence: The uncles that the guard calls,have,has,21535
Choose the correct verb form for the following sentence: The mothers that the chefs visit,are,is,21558
Choose the correct verb form for the following sentence: The kids that the minister influences,are,is,21582
Choose the correct verb form for the following sentence: The farmer that the assistant protects,is,are,21596
Choose the correct verb form for the following sentence: The athletes that the driver praises,are,is,21609
Choose the correct verb form for the following sentence: The woman that the dancer visits,has,have,21623
Choose the correct verb form for the following sentence: The man that the skaters visit,has,have,21631
Choose the correct verb form for the following sentence: The poets that the architect hates,have,has,21637
Choose the correct verb form for the following sentence: The men that the parents describe,have,has,21645
Choose the correct verb form for the following sentence: The doctor that the drivers influence,goes,go,21648
Choose the correct verb form for the following sentence: The mothers that the dancer influences,are,is,21650
Choose the correct verb form for the following sentence: The lawyer that the skaters protect,has,have,21674
Choose the correct verb form for the following sentence: The victim that the dancer informs,has,have,21690
Choose the correct verb form for the following sentence: The girls that the skaters follow,have,has,21707
Choose the correct verb form for the following sentence: The boy that the parents protect,has,have,21739
Choose the correct verb form for the following sentence: The carpenters that the guards call,do,does,21742
Choose the correct verb form for the following sentence: The kid that the assistant protects,is,are,21743
Choose the correct verb form for the following sentence: The mothers that the skaters follow,are,is,21747
Choose the correct verb form for the following sentence: The doctors that the architects like,do,does,21758
Choose the correct verb form for the following sentence: The mother that the driver forgives,has,have,21777
Choose the correct verb form for the following sentence: The doctor that the parents visit,is,are,21778
Choose the correct verb form for the following sentence: The singer that the architect describes,goes,go,21781
Choose the correct verb form for the following sentence: The fathers that the guards follow,do,does,21797
Choose the correct verb form for the following sentence: The teacher that the dancers influence,has,have,21802
Choose the correct verb form for the following sentence: The boy that the chef forgives,has,have,21817
Choose the correct verb form for the following sentence: The uncle that the parent visits,goes,go,21827
Choose the correct verb form for the following sentence: The friend that the architects hate,does,do,21837
Choose the correct verb form for the following sentence: The aunts that the skaters hate,have,has,21845
Choose the correct verb form for the following sentence: The girl that the executive informs,has,have,21875
Choose the correct verb form for the following sentence: The men that the chefs follow,do,does,21880
Choose the correct verb form for the following sentence: The friends that the chefs inform,are,is,21908
Choose the correct verb form for the following sentence: The athlete that the assistants like,is,are,21924
Choose the correct verb form for the following sentence: The mothers that the chef influences,have,has,21932
Choose the correct verb form for the following sentence: The doctor that the parent likes,does,do,21933
Choose the correct verb form for the following sentence: The teachers that the skaters inform,are,is,21974
Choose the correct verb form for the following sentence: The women that the executives hate,have,has,21975
Choose the correct verb form for the following sentence: The girls that the dancer likes,have,has,21987
Choose the correct verb form for the following sentence: The carpenter that the minister informs,goes,go,21988
Choose the correct verb form for the following sentence: The kids that the chefs visit,are,is,21998
Choose the correct verb form for the following sentence: The poets that the architects visit,go,goes,22010
Choose the correct verb form for the following sentence: The aunts that the drivers protect,go,goes,22023
Choose the correct verb form for the following sentence: The women that the executives follow,do,does,22026
Choose the correct verb form for the following sentence: The women that the architects like,go,goes,22028
Choose the correct verb form for the following sentence: The poets that the parents visit,do,does,22052
Choose the correct verb form for the following sentence: The kid that the architect hates,goes,go,22089
Choose the correct verb form for the following sentence: The poets that the skaters call,do,does,22093
Choose the correct verb form for the following sentence: The poets that the architects influence,go,goes,22099
Choose the correct verb form for the following sentence: The mother that the architect influences,is,are,22116
Choose the correct verb form for the following sentence: The lawyers that the guard hates,have,has,22130
Choose the correct verb form for the following sentence: The kids that the ministers visit,have,has,22145
Choose the correct verb form for the following sentence: The men that the skaters call,have,has,22153
Choose the correct verb form for the following sentence: The farmers that the executive praises,are,is,22158
Choose the correct verb form for the following sentence: The kids that the dancer influences,do,does,22162
Choose the correct verb form for the following sentence: The boys that the dancers influence,have,has,22167
Choose the correct verb form for the following sentence: The farmers that the chefs hate,are,is,22169
Choose the correct verb form for the following sentence: The aunt that the architect forgives,has,have,22179
Choose the correct verb form for the following sentence: The uncles that the architects protect,are,is,22180
Choose the correct verb form for the following sentence: The victims that the assistants forgive,are,is,22190
Choose the correct verb form for the following sentence: The kids that the guard likes,go,goes,22202
Choose the correct verb form for the following sentence: The teachers that the skater calls,go,goes,22225
Choose the correct verb form for the following sentence: The victim that the executives praise,goes,go,22239
Choose the correct verb form for the following sentence: The mothers that the parents influence,do,does,22246
Choose the correct verb form for the following sentence: The uncle that the skaters inform,goes,go,22284
Choose the correct verb form for the following sentence: The singers that the executives forgive,have,has,22297
Choose the correct verb form for the following sentence: The kid that the assistant follows,has,have,22311
Choose the correct verb form for the following sentence: The teacher that the skaters like,has,have,22314
Choose the correct verb form for the following sentence: The doctor that the ministers protect,has,have,22316
Choose the correct verb form for the following sentence: The lawyers that the architects praise,have,has,22322
Choose the correct verb form for the following sentence: The poet that the guard describes,does,do,22325
Choose the correct verb form for the following sentence: The singer that the executive influences,goes,go,22337
Choose the correct verb form for the following sentence: The farmers that the dancers describe,go,goes,22408
Choose the correct verb form for the following sentence: The carpenter that the dancers describe,goes,go,22414
Choose the correct verb form for the following sentence: The teacher that the parent likes,is,are,22415
Choose the correct verb form for the following sentence: The uncle that the minister praises,goes,go,22420
Choose the correct verb form for the following sentence: The kids that the guard calls,have,has,22422
Choose the correct verb form for the following sentence: The aunts that the guards like,are,is,22425
Choose the correct verb form for the following sentence: The singers that the executive forgives,do,does,22426
Choose the correct verb form for the following sentence: The man that the guard influences,has,have,22442
Choose the correct verb form for the following sentence: The fathers that the executives hate,have,has,22445
Choose the correct verb form for the following sentence: The lawyers that the assistant visits,are,is,22463
Choose the correct verb form for the following sentence: The father that the guards protect,does,do,22499
Choose the correct verb form for the following sentence: The kids that the dancer visits,do,does,22529
Choose the correct verb form for the following sentence: The singers that the driver follows,do,does,22531
Choose the correct verb form for the following sentence: The kids that the drivers like,have,has,22534
Choose the correct verb form for the following sentence: The lawyer that the chef calls,does,do,22543
Choose the correct verb form for the following sentence: The carpenters that the chefs protect,have,has,22564
Choose the correct verb form for the following sentence: The men that the minister visits,have,has,22595
Choose the correct verb form for the following sentence: The mothers that the assistants visit,go,goes,22596
Choose the correct verb form for the following sentence: The carpenter that the skater protects,goes,go,22620
Choose the correct verb form for the following sentence: The athletes that the guard forgives,go,goes,22626
Choose the correct verb form for the following sentence: The doctor that the parents forgive,goes,go,22630
Choose the correct verb form for the following sentence: The aunt that the dancers inform,goes,go,22640
Choose the correct verb form for the following sentence: The doctors that the architect influences,go,goes,22646
Choose the correct verb form for the following sentence: The men that the skater informs,have,has,22685
Choose the correct verb form for the following sentence: The woman that the architects forgive,goes,go,22688
Choose the correct verb form for the following sentence: The athletes that the chef describes,have,has,22708
Choose the correct verb form for the following sentence: The teacher that the architects protect,does,do,22712
Choose the correct verb form for the following sentence: The poet that the parent likes,is,are,22727
Choose the correct verb form for the following sentence: The aunts that the ministers describe,have,has,22728
Choose the correct verb form for the following sentence: The uncle that the chefs call,does,do,22730
Choose the correct verb form for the following sentence: The fathers that the parent hates,have,has,22739
Choose the correct verb form for the following sentence: The woman that the executive calls,is,are,22740
Choose the correct verb form for the following sentence: The boy that the dancers protect,goes,go,22747
Choose the correct verb form for the following sentence: The teachers that the ministers inform,are,is,22751
Choose the correct verb form for the following sentence: The guys that the parents describe,have,has,22758
Choose the correct verb form for the following sentence: The victims that the architect visits,have,has,22764
Choose the correct verb form for the following sentence: The lawyers that the drivers inform,have,has,22784
Choose the correct verb form for the following sentence: The aunt that the parents visit,goes,go,22797
Choose the correct verb form for the following sentence: The fathers that the dancers call,have,has,22810
Choose the correct verb form for the following sentence: The boy that the parent visits,has,have,22864
Choose the correct verb form for the following sentence: The guy that the assistant likes,is,are,22878
Choose the correct verb form for the following sentence: The women that the skater informs,are,is,22924
Choose the correct verb form for the following sentence: The guys that the guards visit,have,has,22925
