question,correct,incorrect
What is the sentiment of the following sentence? A film of quiet power.,positive,negative
"What is the sentiment of the following sentence? finely crafted, finely written, exquisitely performed",positive,negative
What is the sentiment of the following sentence? Suffers from a flat script and a low budget.,negative,positive
"What is the sentiment of the following sentence? Compulsively watchable, no matter how degraded things get.",positive,negative
What is the sentiment of the following sentence? Majidi's direction has never been smoother or more confident.,positive,negative
"What is the sentiment of the following sentence? Despite the film's shortcomings, the stories are quietly moving.",positive,negative
What is the sentiment of the following sentence? Disjointed parody.,negative,positive
"What is the sentiment of the following sentence? ``Freaky Friday,'' it's not.",negative,positive
What is the sentiment of the following sentence? Sparse but oddly compelling.,positive,negative
"What is the sentiment of the following sentence? This is a stunning film, a one-of-a-kind tour de force.",positive,negative
What is the sentiment of the following sentence? Succeeds as a well-made evocation of a subculture.,positive,negative
What is the sentiment of the following sentence? A full-frontal attack on audience patience.,negative,positive
What is the sentiment of the following sentence? Delivers more than its fair share of saucy hilarity.,positive,negative
What is the sentiment of the following sentence? The laughs are as rare as snake foo yung.,negative,positive
What is the sentiment of the following sentence? Makes 98 minutes feel like three hours.,negative,positive
"What is the sentiment of the following sentence? Well-acted, well-directed and, for all its moodiness, not too pretentious.",positive,negative
What is the sentiment of the following sentence? What a stiflingly unfunny and unoriginal mess this is!,negative,positive
"What is the sentiment of the following sentence? The production design, score and choreography are simply intoxicating.",positive,negative
What is the sentiment of the following sentence? What a bewilderingly brilliant and entertaining movie this is.,positive,negative
What is the sentiment of the following sentence? All mood and no movie.,negative,positive
What is the sentiment of the following sentence? Even the hastily and amateurishly drawn animation cannot engage.,negative,positive
"What is the sentiment of the following sentence? It's super- violent, super-serious and super-stupid.",negative,positive
"What is the sentiment of the following sentence? Jeong-Hyang Lee's film is deceptively simple, deeply satisfying.",positive,negative
What is the sentiment of the following sentence? As refreshing as a drink from a woodland stream.,positive,negative
What is the sentiment of the following sentence? This isn't a movie; it's a symptom.,negative,positive
What is the sentiment of the following sentence? What makes the movie special is its utter sincerity.,positive,negative
"What is the sentiment of the following sentence? Please, someone, stop Eric Schaeffer before he makes another film.",negative,positive
"What is the sentiment of the following sentence? Definitely a crowd-pleaser, but then, so was the Roman Colosseum.",positive,negative
What is the sentiment of the following sentence? The picture emerges as a surprisingly anemic disappointment.,negative,positive
What is the sentiment of the following sentence? Boring and meandering.,negative,positive
What is the sentiment of the following sentence? It's the funniest American comedy since Graffiti Bridge.,positive,negative
What is the sentiment of the following sentence? ...standard guns versus martial arts cliche with little new added.,positive,negative
What is the sentiment of the following sentence? A real snooze.,negative,positive
"What is the sentiment of the following sentence? Nothing happens, and it happens to flat characters.",negative,positive
What is the sentiment of the following sentence? There are moments of hilarity to be had.,positive,negative
What is the sentiment of the following sentence? This is rote drivel aimed at Mom and Dad's wallet.,negative,positive
What is the sentiment of the following sentence? Richly entertaining and suggestive of any number of metaphorical readings.,positive,negative
What is the sentiment of the following sentence? A delightful entree in the tradition of food movies.,positive,negative
What is the sentiment of the following sentence? Offers a guilt-free trip into feel-good territory.,positive,negative
What is the sentiment of the following sentence? The entire movie is in need of a scented bath.,negative,positive
"What is the sentiment of the following sentence? Formuliac, but fun.",positive,negative
