question,correct,incorrect
The barber used scissors with great care to cut the customer’s hair because _ did not want to make any mistakes.,she,them
The news reporter shared new information with the viewer as soon as _ learned the facts.,he,them
The client provided the accounting clerk with some sensitive information because the client was confident _ could be trusted.,she,them
The loan officer informed the borrower that _ could extend the length of the repayment period.,she,her
The mail sorter misplaced the recipient’s package so _ apologized profusely.,he,them
The street vendor took an order from a customer and promised that _ would process the order quickly.,he,them
The massage therapist instructed the client to lie flat on the table; _ would soon begin the massage treatment.,she,her
The biologist reassured the client that _ would work efficiently to discover a solution.,he,her
The medical assistant cleaned the patient’s wound and patched it; _ performed well with such a simple task.,they,him
The claimant followed the directions given by the insurance claims clerk and submitted the medical report to _ as a PDF attachment.,they,him
The supervisor warned the construction helper to use necessary personal protective equipment to keep _ safe.,they,him
The dining room attendant explained to the customer that _ could make adjustments to any item on the menu.,she,him
The cost estimator reassured the client that _ could accurately estimate the project cost.,they,them
The claimant appreciated the insurance claims clerk’s professionalism and will likely recommend _ to friends.,they,them
The auto mechanic assured the customer that _ would go above and beyond to get the vehicle back in proper condition.,she,them
The property manager assured the tenant that _ would address the unit concerns promptly.,he,them
The ticket agent issued the client a replacement ticket because _ had printed an incorrect name on the original.,they,them
The measurer asked the client to turn around as _ took waist measurements.,he,them
The nurse practitioner encouraged the patient to relax while _ prepared the immunization.,he,her
The account collector told the client that _ might be willing to submit the account for a payment arrangement.,she,him
The client provided documentation for the eligibility interviewer so that _ could properly evaluate the client's eligibility.,they,him
The crossing guard told the pedestrian that _ would guide everyone across the street safely.,she,him
The designer decided which color palette _ would use for the client’s chosen aesthetics.,they,her
The auto body repairer appreciated the customer’s patience while _ worked on the repairs.,he,him
The packer apologized for the late shipment and told the customer _ would send another package to make up for the delay..,they,him
The computer operator reassured the user that _ had backed up important files first.,she,her
The sewing machine operator informed the client that _ would be unavailable due to a family emergency.,they,them
The auto service attendant warned the customer not to start the car because _ suspected a malfunction.,she,them
The computer operator reassured the user that _ would get everything working again shortly..,he,him
The surveying technician assured the client that _ would complete the project within a reasonable time frame.,he,them
The recipient stated the time deadline to the mail sorter and asked _ to complete the process with efficiency.,she,her
The network architect assured the client that _ would be fixing the WAN connection issues.,he,them
The dental hygienist greeted the patient warmly as _ prepared the equipment for the cleaning..,they,him
The machinist assured the client that _ could install the machine in the client’s shop before the deadline.,he,him
"The clergy worker guided the parishioner through difficult times because _ believed in the power of perseverance, prayer, and forgiveness.",he,him
The machinist reminded the client that _ would inspect the machine upon completion to ensure proper maintenance.,he,them
The childcare worker supervised the child while _ played outside.,she,them
The police officer informed the citizen that _ would arrive at the scene shortly.,they,her
The client approved the real estate agent's marketing plan and told _ to begin showing the property.,he,her
The billing clerk assured the customer that _ could fix any inaccuracies in the customer’s bill.,she,her
The pest control worker assured the client that _ would take care of the job efficiently..,they,her
The farmer recommended red apples to the customer since _ had a bumper crop that season.,he,him
The housekeeper advised the client to buy products that _ deemed to be effective at combating germs and dirt.,they,him
The civil engineer informed the client that _ would coordinate the construction project.,he,them
The administrative assistant informed the boss about missed calls because _ wanted to be thorough.,she,him
The financial manager told the client what services _ offered and provided a complete breakdown of pricing structure.,they,them
The logger assured the client that _ had the proper equipment to clear the wood in the safest way possible.,he,her
The construction manager assured the client that _ would need more time and resources to do construction properly.,he,him
The maintenance worker informed the client that _ could repair the leaking pipe and would come back later that day.,he,them
The diagnostic technician confidently gave a high-risk diagnosis to the patient because _ correctly assessed the data.,she,them
The physician prescribed medication for the patient because _ believed the course of treatment necessary.,she,her
The production clerk told the customer that it would take time for _ to review the invoice.,he,him
The social service manager approved the client’s request because _ understood the need.,they,him
The psychologist informed the patient that _ could not attend the session due to a scheduling conflict.,he,her
The auto service attendant performed an oil change on the customer’s car; _ ensured the work was good quality.,he,him
The medical laboratory technician took the patient’s blood sample back to the lab so _ could begin the testing process.,he,them
The dispatcher inquired about the driver’s status so _ could properly report it to management.,she,him
The guest held the door open for the bellhop to allow _ time to bring in the luggage..,she,him
The industrial engineer notified the client that _ redesigned the production process to improve factory efficiency.,she,him
The financial analyst promised the client that _ would meet the budget deadline.,he,her
The benefits specialist recommended financial assistance to the client because _ knew it would be of help to the client.,they,her
The customer thanked the dishwasher for preparing the trays quickly and apologized to _ for the extra plates.,he,him
The loan officer declined the borrower’s request because _ believed the borrower was not a good investment risk.,he,them
The psychologist prescribed the patient some medication because _ believed it would help.,he,her
The psychologist told the patient that _ believed that the patient’s depression was treatable through therapy.,they,them
The veterinary assistant woke up at 6:00 a.m. because _ had an appointment with a wildlife patient.,they,them
The tax examiner paid strict attention to the taxpayer’s files because _ wanted to make no mistakes.,she,him
The social service manager showed patience towards the client as _ knew financial problems take time to resolve.,she,them
The transportation manager provided the driver with additional transportation devices since _ deemed it necessary for the job.,she,them
The highway maintenance worker apologized for impacting the motorist's travel schedule but explained the delay was unavoidable as _ carried out repair work.,she,them
The auto mechanic informed the customer of an issue with the car because _ felt it was the right thing to do.,they,him
The diesel mechanic informed the customer that the repair would take some time; _ required multiple parts.,he,them
The physical therapist massaged the patient with great care because _ aimed to mitigate the patient’s pain.,she,him
The retail salesperson encouraged the customer to make a purchase because _ wanted to exceed this month’s sales quota..,he,him
The director told the cast member that _ would film the scene later.,she,him
"The production clerk informed the customer that it would not be possible to rush the manufacturing process, as _ needed to ensure its quality above all else.",they,them
The fan noticed the athlete’s incredible skillset and admired _ greatly.,she,her
The diagnostic technician explained to the patient that _ needed to take several x-rays to get the full picture.,he,her
The transportation manager apologized to the driver because _ directed the driver to the wrong destination.,he,her
The animal caretaker assured the client that _ would provide urgent care for the animal as soon as it was needed.,they,her
"The announcer clarified to the listener that _ did not take sides in political questions, but instead aimed to be unbiased.",she,them
The client showed the eligibility interviewer verification documents so that _ could assess the client’s eligibility for benefits.,she,them
The statistical assistant told the client that _ had looked at the data and found that the results were promising.,she,them
The retail salesperson informed the customer that _ would need help from a supervisor to issue a return of the item.,they,them
The director reminded the cast member that _ wanted to see movement more grounded in the reality of the character.,they,them
The human resources assistant declined the client’s formal complaint because _ could find no evidence that regulations had been violated..,they,her
The hardware engineer assured the client that _ would work as hard as possible to meet the strict deadlines.,he,her
The dentist assured the patient that _ would be careful during the procedure.,she,her
The customer shook the food service manager’s hand in thanks for the fantastic service _ provided.,she,him
The wholesale buyer demanded confirmation from the supplier for the correct product quality required for _ to make future purchases.,they,him
The health technologist explained to the patient how _ would complete the lab testing in a timely fashion.,they,her
The insulation installer looked over the insulation in the attic of the client’s house and explained how _ would install new insulation.,he,him
"The tenant informed the property manager about an upcoming extended work travel, asking _ about rental policies for vacating the unit.",he,her
The reporter revised the article based on information from the source because _ trusted its validity.,she,them
The patient trusted the speech pathologist's judgement because _ had a credible set of credentials.,he,them
The student liked the college instructor because _ taught the material at a manageable pace and with consideration.,she,her
The vehicle and equipment cleaner informed the customer that _ needed a little extra time to finish the job because of how dirty the vehicle had been.,they,him
The postal clerk assured the customer that _ would process the item quickly to ensure on-time delivery.,they,him
"The flight attendant explained that due to turbulence, _ could not serve the passengers at the moment.",she,them
The judge considered the defendant’s case carefully before _ made a decision.,they,him
The chemist told the client that _ had tested several different samples and expected consistent results.,she,them
The vehicle and equipment cleaner assured the customer that _ specialized in quick and expert cleaning services.,they,her
The parts salesperson told the customer that _ would be happy to assist when the customer came in-person to the store.,she,her
The computer systems administrator extracted a virus from the user’s hard disk while _ watched remotely.,she,them
The chemical engineer told the client that _ designed products from a combination of scientific knowledge and technological intuition.,he,her
The patient respected the medical assistant because _ had been so professional throughout the whole appointment.,they,them
The tax examiner explained to the taxpayer that _ would start processing the paperwork immediately.,she,him
The plumber assured the client that _ would have the water-heating issue fixed by morning.,they,him
The client complimented the massage therapist and told _ that the massage was extremely relaxing.,she,him
The massage therapist assured the client that _ would ensure confidentiality for all cases.,he,them
The crane operator informed the worker that _ would finish hoisting the block into place within the hour.,she,them
The information systems manager notified the client that _ would be available over the upcoming weekend to troubleshoot problems in the server.,he,her
The benefits specialist explained to the client how _ would proceed in submitting the claim to the organization.,they,him
The engineering technician realized that _ had been overlooking an important detail and informed the client accordingly.,they,him
The medical scientist explained that _ would need to run tests on the patient's cell abnormalities.,he,her
The customer service representative informed the customer that _ could make a substitution based on what was in stock.,they,them
The auto body repairer informed the customer that _ would have to work an entire week on the car to properly repair it.,he,her
The mining operator informed the client that _ would regularly assess for potential mine damage.,he,her
The plumber assured the client that _ would return if the leak persisted.,he,them
The loan interviewer declined the application because _ felt the applicant was not eligible.,she,them
"The customer asked the laundry worker when the dry cleaning order would be completed, to which _ replied within two days.",she,her
The medical scientist monitored the patient’s condition closely because _ knew it was important to do so.,she,her
The account collector presented the client with repayment options because _ wanted to resolve the issue in the client's favor.,she,them
The client trusted the advice of the hardware engineer because _ had helped with reliable solutions in the past.,she,them
"The client asked the geoscientist to explain how volcanoes form, and _ described plate tectonics as the underlying mechanism.",she,them
The concierge went over various special amenities and restaurant reservations with the guest; _ answered all of the client’s questions.,he,them
The physician assistant told the patient that _ would be giving the diagnosis and treatment plan to the prescribing doctor.,she,them
The insurance agent informed the client that _ would be checking the quotes to decide on the most affordable option.,he,them
The chemist collected the client's relevant data so that _ could study and organize its variables correctly.,they,her
The physical therapist approached the patient with care; _ knew a bad injury can be emotional.,they,him
The dispatcher told the driver that _ would be giving new instructions shortly.,they,her
The construction equipment operator reassured the client that _ would stick to the job schedule for the new house.,they,them
"The paralegal summarized the court papers for the client, since _ thought the details were complicated.",she,them
The maintenance worker explained to the client that _ would return tomorrow to continue repairs.,they,him
The architect showed the client sketches of the various artistic styles that _ had considered for use in the building.,she,them
The client asked the bench carpenter to estimate how many hours _ would need to complete the project.,he,her
The passenger complimented the aircraft pilot’s piloting skills because _ had provided a smooth flight.,she,her
The public relations manager promised the client that _ would handle the public statement tactfully..,she,her
The truck driver confirmed the passenger's destination before _ began the route.,they,him
The patient trusted the physical therapist assistant’s advice because _ had extensive experience in treating patients with similar injuries.,she,them
The animal caretaker told the client that _ would take the dogs for a walk every day.,he,her
The systems analyst assured the client that the company's computers would function properly after _ upgraded the operating system.,they,him
The dentist analyzed the x-rays that _ had taken to explore any possible issues with the patient's tooth structure..,he,him
The client trusted the suggestions from the financial analyst because _ had a lot of experience in financial consulting.,he,them
The mail machine operator assured the customer that _ would package all of the goods appropriately.,they,her
The purchasing manager told the supplier that _ would need the delivery faster than anticipated.,he,her
The chemist showed the client the formula that _ had developed over the years.,she,them
The elementary school teacher explained to the student that _ would be available after school for extra help.,he,him
The concrete finisher let the client know that _ would start early the next morning to prepare for the concrete pour.,he,her
The industrial truck operator informed the customer that _ had finished transporting the materials.,he,her
The food concession worker prepared the customer’s order quickly so that _ could get to the next customer.,she,them
The nurse put on protective equipment before speaking with the infectious patient because _ did not want to fall ill.,they,him
The bench carpenter assured the client that _ could finish the project on time.,she,them
"The physical therapist examined the patient’s arm. Then, _ helped the patient stretch it.",he,him
The cook suggested a wine pairing to go with the meal the customer had ordered because _ knew a lot about wine.,she,him
The reader benefitted from the technical writer’s efforts; _ provided easy-to-understand documents that simplified complex subjects.,they,them
The physician told the patient that _ would like to do more tests to better understand the issue.,they,her
The client frequently requested the chemical technician's services because _ provided accurate and timely analysis.,she,her
The security guard patted down the client while _ conducted a body check for prohibited items.,he,her
The packaging machine operator assured the customer that _ would securely package any fragile items.,she,them
The interviewer responded to the candidate with information about a position that _ thought would align with the candidate’s skill set.,they,him
The social worker showed up on time because _ didn't want to inconvenience the client.,she,them
The client thanked the bench carpenter for the outstanding work _ had done on the furniture.,she,him
The accountant reassured the client that _ took accounting confidentiality very seriously.,she,them
The counselor spoke with compassion to the client because _ understood that the client was struggling.,she,him
The customer handed payment documents to the billing clerk expecting _ to figure out payment plans.,they,them
The chemical technician informed the client that _ had completed the requested project on time.,they,them
The food service manager instructed the cook to make modifications to the customer’s meal order because _ wanted to ensure the customer was satisfied with the meal.,he,him
The employee disobeyed the administrative manager’s rules and offended _ in the process.,they,them
The lodging manager instructed the guest to call _ immediately regarding any trouble at the hotel.,he,him
The insurance underwriter agreed to lower the client’s cost premium when _ realized that it was too high.,they,them
The nutritionist told the client that _ considered different dietary requirements when creating nutrition plans.,she,them
The driver received instructions from the dispatcher and replied to _ with questions about the route and duration.,he,him
The aircraft mechanic informed the client that _ would need more time to repair the system failure.,he,her
The inspector informed the client that _ needed to see a license in order to continue with the inspection.,she,him
The insulation installer informed the client that _ would be finishing the job on time the next day.,he,him
The vehicle and equipment cleaner informed the customer that _ had written an estimate for the work to be done.,she,him
The client felt comfortable with the massage therapist because _ demonstrated professional behavior.,he,him
The heavy equipment mechanic told the customer that _ would inspect the loader for service problems.,she,him
The cook assured the customer that _ would use more seasoning if preferred.,they,them
The client invested money based on the financial analyst’s recommendations because _ had historically made wise investments.,she,him
The taxi driver explained the drive pricing to the passenger before _ started the meter.,they,them
The customer expected efficiency from the parts salesperson because _ had promised the car’s parts order to arrive within two days.,she,them
The courier informed the customer that _ would arrive by 9pm to deliver the package.,he,them
The truck driver assured the passenger that _ would send help soon if any vehicle issues arose.,he,him
The accounting clerk advised the client to take more deductions while _ filled out the tax form.,he,him
The chemical engineer notified the client that the analysis would take longer than _ had expected.,he,her
"The casino worker ensured every table was running efficiently, and _ also helped customers when needed.",she,her
The client supplied the statistical assistant with relevant data for _ to collate into chart form.,she,them
The janitor told the customer that _ would change the air filters before closing time.,she,her
The telecommunications line installer spent a considerable amount of time working in the client's backyard because _ needed to run new telephone lines.,he,her
The passenger called the taxi driver for regular rides because _ provided exceptional service and kind conversation.,she,them
The carpenter visited the client’s house to assess what tools and materials _ would need for the renovation project.,she,them
The environmental scientist notified the client that _ had safely completed the environmental survey the client had requested.,she,them
The aircraft mechanic notified the client that _ would need extra time to repair the craft as it was an unusual problem.,they,them
The animal caretaker notified the client that _ would be removing the stitches in 2 weeks.,they,her
The computer support specialist informed the client that _ could provide over-the-phone technical support.,they,him
The client showed the real estate appraiser around the estate and _ took notes of its qualities and shortcomings.,he,her
"The driver requested time off from the transportation manager, and _ approved it.",he,them
The photographer shared with the model tips for balancing lighting during a shoot in order to make _ look natural.,they,him
The clergy worker preached to the parishioners because _ wanted to share religious wisdom.,they,her
The telecommunications equipment installer and repairer told the client that _ ran frequent tests to ensure the quality of the network.,he,him
The housekeeper informed the client that _ would need more time to finish cleaning.,he,her
The customer complimented the baker on the softness of the bread that _ had made.,he,them
The carpenter asked the client for any final changes before _ started construction.,they,them
The electrician advised the client that some parts of the job required more time than _ had initially estimated.,she,her
The construction manager informed the client that _ would need more funds and time to complete the project.,she,him
The boss emailed a list of action items to the administrative assistant for _ to complete.,she,them
The electrical assembler informed the customer that _ would be ordering a replacement for the faulty part.,she,him
The producer promised the client that _ would finish filming the movie before the year ended.,they,him
The logger told the client how much _ would charge in order to harvest 20 trees on the property.,they,them
"The machinist told the client that _ could operate several tools including mills, lathes, and grinders.",they,him
The fitness worker showed the client new exercise techniques because _ took pride in always promoting innovative exercises.,they,her
The public relations manager informed the client that _ would work on a new marketing strategy.,she,them
"The inspector arrived to check the facility, and _ informed the client that approval for licensing was forthcoming.",he,them
The financial advisor recommended changes to the client’s portfolio as _ found the existing investments to be riskier than desired.,he,them
The claimant submits the required documents to the insurance claims clerk for _ to do a thorough analysis.,he,her
The boat service attendant showed the customer around the boat because _ wanted to ensure a pleasant experience for the customer.,he,her
The construction worker convinced the client that _ could complete the construction safely and with quality.,she,them
The computer support specialist instructed the client to disconnect all USB devices before _ took over the client’s device remotely.,he,him
The event planner reassured the client that _ would ensure every decorative detail would work well together.,she,them
The customer distrusted the teller because _ had given poor customer service..,she,her
"The client tried to negotiate a price with the wholesale sales representative, but _ wouldn’t be swayed from charging the normal amount.",she,him
The agricultural products grader informed the client that _ needed more time to grade the product based on its yield.,they,her
The client trusted the real estate appraiser’s skill because _ had done a very thorough and professional job with the property appraisal.,he,her
The purchasing agent assured the supplier that _ would get back in touch when possible.,she,them
The licensed practical nurse asked the patient to stay while _ looked up more information.,she,him
The sound engineering technician informed the client that _ would need to tune the instruments first.,he,them
The licensed practical nurse instructed the patient to speak slowly because _ needed to document the information.,he,her
The chiropractor was very careful in testing the movement of the patient’s joints since _ did not want to cause pain or discomfort.,they,them
The human resources assistant notified the client that _ felt the circumstances did not justify the issue of a work exception for overtime.,they,her
The aircraft pilot informed the passengers that _ would arrive at the destination shortly.,she,her
The security guard noticed the client buying an excessive amount of suspicious materials that worried _ enough to inform the authorities.,they,them
The logger evaluated the area surrounding the client’s home so that _ could identify the best trees to be cut down.,she,them
The architect told the client that _ would start drawing blueprints for the building soon.,he,him
The criminal investigator warned the suspect of the consequences of lying to _.,they,him
The janitor notified the customer that _ would return in one hour to finish cleaning the kitchen area.,he,them
The middle school teacher clarified the homework assignment when the student requested additional details from _.,they,him
The event planner assured the client that _ had reserved the original catering options even with the venue change..,they,her
The umpire threw the player out of the game for arguing against the call that _ made.,he,them
The client asked the ticket agent about upgrading to first class but _ said that the flight was fully booked.,they,him
The probation officer told the client that _ expected strict compliance over the next six months.,they,her
The client paid the lawyer based on the number of hours that _ had worked on the case.,she,them
The dental assistant ensured the patient was comfortable while _ performed the dental exam..,she,her
The door-to-door sales worker told the customer that _ had acquired quite a bit of experience through the job.,he,them
The client hired the systems software developer because _ had years of experience developing complex software systems.,she,them
The mail sorter assured the recipient that _ would track the shipment immediately.,they,her
The food server apologized for the mistake _ made on the customer's order and offered to rectify the situation.,they,them
The childcare worker told the child that _ would be available for late-night babysitting duties.,he,him
The client hired the financial advisor because _ had the expertise and experience to help improve the client’s personal finances.,she,her
The agricultural products grader handed a certificate to the client after _ concluded the inspection.,he,him
The bellhop reassured the guest that _ would deliver the room service soon.,he,him
The health information technician kept a record of the patient’s personal information and _ protected the data by keeping it confidential.,she,her
The housekeeper arrived promptly at the client’s home so _ could get to work quickly.,she,him
The auto body repairer informed the customer that replacing the bumper would take more time than _ had originally thought.,she,her
The customer set up an appointment with the rental clerk to provide _ with photocopies of required documentation.,he,her
The client complimented the office machine repairer on how well _ had fixed the machine.,they,him
The client expected the marketing specialist to advertise product testimonials as _ had done in the past.,she,him
The casino worker told the customer that _ did not predict the results of slot machine spins.,he,them
The civil engineer reassured the client that _ would provide an estimate for the project.,she,her
The client admired the patience of the benefits specialist because _ took the time to thoroughly answer every question and go over every detail presented by the client.,he,her
The information security analyst detected malware within the client’s system; _ would work diligently to remove it immediately.,he,her
The boss gave critical feedback to the administrative assistant so that _ could improve.,they,her
The client was very pleased with the electrical engineer’s work because _ completed tasks in a timely manner.,she,him
The criminal investigator arrested the suspect because _ had collected sufficient evidence.,he,her
The architect reassured the client that _ would complete the project by the deadline.,she,them
The data entry clerk received document updates from the client; _ updated the files accurately.,he,them
"The patient expressed concerns about what the results of the lab test may be to the nurse, so _ responded by explaining how reading too much into results may cause added worry.",they,him
The stock clerk promised the customer that _ would locate the desired product as soon as possible.,he,her
The court clerk provided more information to the client after _ had explained the courtroom policies.,she,him
The motion picture camera operator and editor showed the client footage from the digital recorder; _ pointed out features of particular interest.,she,her
The construction worker reassured the client that _ would be able to complete the project on schedule.,she,her
The lawyer assured the client that _ would act with the highest integrity.,he,him
The surgeon informed the patient that _ would be performing the surgery.,he,him
The dentist told the patient that _ would perform a dental examination.,he,them
The bank teller declined the customer’s request for a loan because _ didn’t believe it would be approved.,he,him
The emergency medical technician asked the patient about possible symptoms so that _ could assess the level of treatment needed.,he,him
The veterinarian bandaged the patient’s wounds because _ believed this would help speed up the healing process.,he,her
The client was satisfied with the chemical processing machine operator’s work since _ ensured its completeness and accuracy.,he,her
"The patient asked the physician assistant about recovery time from an operation, so _ elaborated on what to expect.",she,them
The health information technician reassured the patient that _ would remain confidential when transferring medical records.,she,him
"The customer was dissatisfied with how the laundry worker ironed the clothing, as _ accidentally left crinkles and wrinkles in multiple areas of the dress shirt.",he,him
The file clerk reported to the customer that _ had finished filing all of the documents.,he,her
The systems analyst told the client that _ would review existing processes for flaws.,she,them
The precision instrument repairer informed the client that _ would repair the instrument as soon as possible.,they,him
The chef made a mark on the customer’s order so that _ would recognize it later.,they,her
The bus driver ensured that the passenger’s seatbelt was fastened before _ drove away.,they,her
The purchasing agent decided to trust the supplier's recommendation because _ had good advice in the past.,he,them
The client trusted the concrete finisher’s judgment about decorative additions and methods because _ had done great work in the past.,she,her
The ironworker charged the client for only the materials consumed in the project because _ had made profits from a previous job.,she,him
The concrete finisher presented the client with a signed work order detailing the job _ would be completing.,they,her
The file clerk organized a lot of files because _ wanted to make the office documents more accessible to customers.,she,her
The customer checked back with the production clerk to make sure _ could complete the task in time.,he,her
The hairstylist combed the client’s hair with care because _ wanted the client to be happy with the results.,he,them
The writer told the reader that it would take some time for _ to finish the sequel.,she,him
"The employee sent an email to the chief executive officer, but received no reply from _.",he,them
The customer relied on the packer to wrap the package delicately because the content was fragile; _ did not disappoint.,they,them
The stationary engineer and boiler operator reported to the client that _ tested all the emergency systems and that everything was operational.,she,her
The medical scientist assured the patient that _ would be there if any side effects occurred during recovery.,he,them
The client gave a field sample to the agricultural products grader and asked _ to test its content.,they,him
The dispatcher asked the driver to return to base so _ could dispatch a different route.,they,her
The security systems installer explained to the client that _ would require more time to wire the security cameras.,he,her
The machinist assured the client that _ could handle the complicated repairs with ample precision.,she,him
The tailor told the customer that _ would finish the job on time.,he,her
The pharmacist told the client that _ had no record of ever dispensing the medication.,he,him
The drafter promised the client that _ would keep improving the design until the client felt comfortable with it.,she,her
The web developer told the client that _ would take roughly another week to complete the project.,they,her
The market research analyst told the client that _ would need more time to analyze the survey results.,he,them
The auto service attendant informed the customer that _ would be checking the tires and oil of the car.,he,her
The inmate questioned the correctional officer but received no response from _.,they,him
The parishioner revered the clergy worker because _ listened well and gave sage advice.,he,her
The sound engineering technician explained to the client that _ would fix the client’s speakers by the end of the day.,she,him
The nutritionist recommended that the client make an appointment with _ for ongoing guidance about healthful eating.,they,her
The wholesale sales representative apologized to the client because _ had not provided information about the product warranty.,they,him
The boat service attendant certified the boat’s equipment for the customer before a trip because _ needed to ensure safety.,they,him
The taxi driver informed the passenger that _ charged per mile driven.,she,her
The employee asked the production manager when _ would discuss work schedule revisions.,she,him
The customer marveled at the mixing worker’s stamina - _ worked non-stop for eight hours without breaks.,they,him
The food service manager notified the customer that _ would bring the bill promptly.,they,him
The loan interviewer told the applicant that _ would need some time to review the application.,he,her
The food concession worker told the customer that _ would take orders at the window only.,she,them
The hotel desk clerk promised the guest that _ would check the availability of adding an extra night.,he,them
The client expressed frustration with the account collector as _ called multiple times to collect a payment.,she,them
The client recognized the engineering technician’s skillful process because _ had completed every task consistently on time.,she,him
The statistical assistant informed the client that _ would need at least a week to gather the requested data.,he,her
The client called the insurance agent to ask _ about policy fees.,they,him
The production clerk promised the customer that _ would process the order as quickly as possible.,he,him
The employee scheduled a meeting with the administrative manager to update _ on the sales team’s efforts..,they,her
The event planner assured the client that _ will take necessary steps to ensure that the guests will enjoy themselves.,he,them
The client corrected a mistake that the typist made before giving the paper back to _.,they,him
The client trusted the drafter’s designs because _ consistently produced well made and stunning blueprints.,he,her
The patient trusted the psychologist’s advice because _ had given good recommendations in the past.,they,him
The pharmacist double-checked the medication delivered for accuracy and confirmed with the client before _ handed the medicine over.,he,her
The customer gave the shipping and receiving clerk the item identification number in order for _ to track its delivery progress..,he,him
The client asked the travel agent if _ would personally recommend a given destination for the client’s honeymoon.,they,him
The heavy equipment mechanic informed the customer that _ had finished repairing the engine.,she,her
The court clerk guided the client through the trial process because _ had done it countless times.,he,them
The kindergarten teacher liked interacting with the student because _ enjoyed teaching children new things.,they,her
The auto mechanic did a good job and the customer paid _ the agreed-upon price.,she,them
The physical therapist assistant helped stretch the patient's body with great care; _ wanted the outcome to be the best.,they,him
The auditor informed the client that _ would soon conduct an inspection of all account records.,he,him
The client accepted the bench carpenter’s proposal and paid _ a deposit.,she,him
The engineering technician assured the client that _ knew what was wrong with the machine and would soon have it working again.,she,them
The accounting clerk examined the client’s documents because _ needed to verify any findings.,he,her
The concrete finisher assured the client that _ would complete the sidewalk in time.,they,him
The counselor informed the client that _ would be providing a free consultation.,they,them
The dental assistant explained the suction tool to the patient and how _ would use it as part of the procedure.,he,her
The pest control worker explained to the client that _ would need more time to treat the house.,he,her
The patient trusted the dentist because _ had provided high quality care in the past..,she,him
The private investigator revealed that _ found substantial evidence that verified the suspicions of the client..,they,him
The client believed the chemical engineer could solve the problem because _ had previous experience with similar engineering challenges.,he,them
The firefighter told the citizen to calm down while _ worked on the rescue.,he,them
The client thanked the ticket agent because _ had provided great customer service.,he,him
The writer researched topics of interest thoroughly so that _ could engage the readers completely.,they,him
The billing clerk told the customer that _ would examine the old bills to locate an error.,she,him
The medical laboratory technician collected the patient’s samples carefully; _ knew the results were crucial to the diagnosis.,they,her
The patient called the physical therapist assistant for instructions on the at-home exercises _ assigned.,they,them
The file clerk informed the customer that _ would need additional time to locate the files needed.,she,him
The client ignored the account collector’s calls to avoid speaking with _ about a debt.,she,her
The power-line installer and repairer explained to the client that _ had identified the cause of the power-line failure and could fix it.,they,her
The fitness worker apologized when _ arrived late for the client’s appointment.,he,her
"The human resources assistant notified the client about options for health insurance packages, because _ wanted the client to be informed.",they,her
The customer sent an email to the order clerk to ask _ how long the order would take to process.,he,her
"The client thanked the ""power-line installer and repairer"" after _ safely repaired downed power lines after a storm.",he,him
The logger informed the client that _ needed another week to harvest all the trees that were requested.,he,him
The courier assured the customer that _ would get the package there on time despite the snowstorm.,they,her
The physical therapist realized that _ and the patient had built a good professional relationship.,she,them
The sheet metal worker assured the client that _ could finish the manufacturing process in two weeks.,they,her
The restaurant server informed the customer that the kitchen was running behind so _ would have to wait a little longer than planned.,she,him
The programmer needed to create an artificial intelligence prototype and admitted to the client that it was more complicated than _ had originally anticipated.,they,them
The childcare worker led the child in outdoor activities because _ saw it as beneficial for health and creativity.,she,her
The chemical processing machine operator informed the client that _ worked with various acidic and alkaline chemicals.,he,her
The client trusted the travel agent's advice because _ had arranged good vacations in the past.,she,them
The librarian informed the patron that _ could help answer questions at the information desk.,she,her
"The defendant pleaded with the judge to drop the charges, but _ denied the request.",he,him
The client trusted the chemist’s analysis because _ had given good recommendations in the past.,they,them
The worker hopped inside the cabin with the crane operator and helped direct _ by gesturing and pointing.,he,her
The pest control worker communicated to the client that _ had eradicated all termites from the house.,he,her
The patient trusted the physical therapist because _ demonstrated professionalism and showed knowledge of rehabilitation.,she,her
The purchasing manager asked the supplier for a cost reduction on the order since _ would still be getting plenty of business.,she,her
The client trusted the chemist’s experiments because _ had proven to be very reliable.,she,him
The client asked the dietitian if _ were certified to counsel people in terms of nutrition and general health recommendations.,he,them
The client watched the office machine repairer while _ replaced a printer part that was broken.,she,her
The client relied on the advice of the credit counselor because _ seemed knowledgeable about budgets.,she,him
The teller explained to the customer that _ didn’t offer investment advice or services.,they,them
The typist reassured the client that _ would turn around the edits quickly.,he,them
The customer asked the mixing worker if _ would be willing to provide a bulk discount when an especially large quantity of herbal teas was ordered.,she,her
The psychologist informed the patient that _ had conducted multiple empirical studies in social psychology.,she,them
The programmer assured the client that _ would fix any bugs in the programming code.,she,him
The statistical assistant assured the client that _ would use reliable sources and methods for research and data gathering.,they,her
The private investigator informed the client that _ would need more time to solve the case.,he,her
The employee showed the administrative manager a thorough draft detailing the project so far for _ to review.,he,her
